입출금구분,계좌주,금융기관,계좌번호,거래일자,거래시간,거래종류,취급점,임금적요,입금액,출금적요,출금액,거래후잔액,상대은행,상대예금주,상대계좌번호,단말번호,IP주소,MAC주소,비고1,비고2
출금,설진우061,카카오뱅크,181-361-3161,2024-06-19,20:35:19,이체,역삼지점,,0,생활비,709051,9060153,토스뱅크,안채원062,182-362-3162,ATM4853,203.0.113.96,C5:F0:3F:5A:B3:4A,,
출금,설진우077,농협,197-377-3177,2024-05-31,21:50:11,이체,여의도지점,,0,생활비,424587,3587568,농협,변서연028,148-328-3128,ATM8542,203.0.113.150,B2:E8:4C:71:32:D8,,
출금,한지우,국민은행,107-207-3007,2024-01-16,17:07:09,이체,종로지점,,0,집금,2500000,7438822,우리은행,박민수,102-202-3002,ATM4185,203.0.113.162,B8:16:0F:65:65:91,,
출금,황미경067,하나은행,187-367-3167,2024-09-14,21:57:21,이체,종로지점,,0,생활비,195036,2631490,토스뱅크,전성호020,140-320-3120,ATM8429,203.0.113.237,69:88:84:F8:4C:BF,,
출금,문재혁,국민은행,114-214-3014,2024-10-01,06:18:16,이체,강남지점,,0,집금,1000000,5038206,카카오뱅크,정하늘,104-204-3004,ATM7586,203.0.113.206,73:2F:30:AC:8B:22,,
출금,류하준066,우리은행,186-366-3166,2024-03-26,13:36:35,이체,강남지점,,0,생활비,92995,4934456,우리은행,황미경003,123-303-3103,ATM5238,203.0.113.107,D6:BB:A5:46:8A:FB,,
출금,신소희,신한은행,115-215-3015,2024-05-21,20:49:55,이체,종로지점,,0,생활비,361401,5813313,우리은행,도하린010,130-310-3110,ATM8179,203.0.113.153,E9:0F:EB:1F:F3:E2,,
출금,노시우057,국민은행,177-357-3157,2024-06-18,06:47:34,이체,역삼지점,,0,피해금,300000,3469219,국민은행,문재혁,114-214-3014,ATM9952,203.0.113.134,84:F7:48:09:C0:16,,
출금,변서연060,하나은행,180-360-3160,2024-04-17,11:50:35,이체,여의도지점,,0,생활비,393891,1256325,토스뱅크,안채원062,182-362-3162,ATM4418,203.0.113.214,9E:2D:F8:83:25:B1,,
출금,이영희,신한은행,101-201-3001,2024-04-02,21:27:09,이체,종로지점,,0,최종상납,10000000,10531704,국민은행,김철수,100-200-3000,ATM5702,203.0.113.90,35:8A:FF:BC:87:27,,
출금,장도윤047,카카오뱅크,167-347-3147,2024-04-21,01:56:08,이체,종로지점,,0,생활비,73498,14308259,국민은행,설진우029,149-329-3129,ATM2070,203.0.113.57,08:07:3B:39:6B:21,,
출금,도하린010,우리은행,130-310-3110,2024-08-28,22:30:50,이체,종로지점,,0,생활비,478677,10860401,토스뱅크,고은비069,189-369-3169,ATM4632,203.0.113.49,90:48:44:A6:6C:73,,
출금,설진우029,국민은행,149-329-3129,2024-06-29,15:08:48,이체,역삼지점,,0,생활비,704208,9298745,우리은행,송우진017,137-317-3117,ATM8468,203.0.113.13,67:50:4A:0F:17:ED,,
출금,권태영,우리은행,116-216-3016,2024-02-09,01:32:06,이체,여의도지점,,0,집금,5000000,6979315,우리은행,박민수,102-202-3002,ATM2548,203.0.113.119,81:B5:82:29:08:3A,,
출금,도하린042,농협,162-342-3142,2024-01-17,18:09:57,이체,여의도지점,,0,생활비,378803,2699476,농협,장도윤063,183-363-3163,ATM1821,203.0.113.159,8B:11:60:C2:BF:E6,,
출금,설진우045,우리은행,165-345-3145,2024-06-16,10:37:11,이체,종로지점,,0,생활비,565092,13255844,신한은행,류하준002,122-302-3102,ATM7998,203.0.113.43,F4:5E:C1:C2:4A:6B,,
출금,양준석038,우리은행,158-338-3138,2024-09-25,04:18:48,이체,여의도지점,,0,생활비,137862,5210775,신한은행,고은비037,157-337-3137,ATM2098,203.0.113.71,57:FA:B9:77:20:80,,
출금,양준석006,토스뱅크,126-306-3106,2024-03-04,14:19:17,이체,종로지점,,0,생활비,240519,7784029,국민은행,노시우057,177-357-3157,ATM8562,203.0.113.227,DB:58:D3:45:C6:7D,,
출금,마준호075,카카오뱅크,195-375-3175,2024-06-22,09:59:46,이체,역삼지점,,0,생활비,333911,700015,토스뱅크,노시우041,161-341-3141,ATM1895,203.0.113.25,F2:89:CC:42:FB:98,,
출금,고은비069,토스뱅크,189-369-3169,2024-09-20,06:38:45,이체,강남지점,,0,생활비,517582,3266668,토스뱅크,노시우041,161-341-3141,ATM8835,203.0.113.7,6D:E7:F1:69:2A:4E,,
출금,유태경040,카카오뱅크,160-340-3140,2024-07-24,16:08:46,이체,종로지점,,0,생활비,171715,1057074,카카오뱅크,전성호068,188-368-3168,ATM9746,203.0.113.28,8A:9F:10:5D:62:44,,
출금,송우진001,국민은행,121-301-3101,2024-02-10,14:51:40,이체,강남지점,,0,피해금,2000000,6105334,하나은행,조현우,110-210-3010,ATM7814,203.0.113.211,BC:1D:88:14:24:9B,,
출금,황미경051,신한은행,171-351-3151,2024-08-18,12:59:23,이체,여의도지점,,0,생활비,709779,12122493,토스뱅크,안채원062,182-362-3162,ATM8094,203.0.113.99,CD:80:F6:C9:17:B4,,
출금,최지훈,하나은행,103-203-3003,2024-01-21,16:50:26,이체,종로지점,,0,상납,7500000,12642154,신한은행,이영희,101-201-3001,ATM1388,203.0.113.59,A9:AF:7C:69:1B:7F,,
출금,유태경024,우리은행,144-324-3124,2024-01-15,04:41:06,이체,종로지점,,0,생활비,765058,3970511,우리은행,황미경003,123-303-3103,ATM7303,203.0.113.107,A7:96:B7:67:58:6E,,
출금,최지훈,하나은행,103-203-3003,2024-03-21,03:08:34,이체,여의도지점,,0,상납,5000000,8073722,신한은행,이영희,101-201-3001,ATM2126,203.0.113.100,69:42:69:9E:DD:F3,,
출금,문재혁,국민은행,114-214-3014,2024-06-18,18:36:21,이체,종로지점,,0,집금,5000000,7074541,카카오뱅크,정하늘,104-204-3004,ATM6384,203.0.113.42,35:E8:15:FD:70:01,,
출금,박민수,우리은행,102-202-3002,2024-05-08,07:30:25,이체,종로지점,,0,상납,7500000,5071168,신한은행,이영희,101-201-3001,ATM6971,203.0.113.110,5D:89:37:E0:E0:52,,
출금,송우진017,우리은행,137-317-3117,2024-04-08,18:46:38,이체,강남지점,,0,생활비,439855,4459940,토스뱅크,안채원062,182-362-3162,ATM7734,203.0.113.10,0E:5B:7D:CC:C1:48,,
출금,박민수,우리은행,102-202-3002,2024-04-13,07:23:58,이체,역삼지점,,0,상납,5000000,3405203,신한은행,이영희,101-201-3001,ATM2497,203.0.113.5,D7:0E:07:AC:62:20,,
출금,송우진065,신한은행,185-365-3165,2024-07-17,01:00:00,이체,강남지점,,0,생활비,343817,9313935,카카오뱅크,도하린026,146-326-3126,ATM3545,203.0.113.2,F9:36:C6:6E:3E:6E,,
출금,전성호052,우리은행,172-352-3152,2024-07-06,01:02:36,이체,여의도지점,,0,피해금,3000000,11875966,신한은행,신소희,115-215-3015,ATM7038,203.0.113.29,F6:28:48:8F:EE:28,,
출금,유태경008,국민은행,128-308-3108,2024-04-04,02:19:53,이체,종로지점,,0,생활비,669714,8294760,국민은행,안채원078,198-378-3178,ATM5839,203.0.113.182,97:A3:4C:1E:68:14,,
출금,도하린074,하나은행,194-374-3174,2024-01-21,19:56:27,이체,여의도지점,,0,생활비,422038,14407808,카카오뱅크,황미경019,139-319-3119,ATM5379,203.0.113.239,CE:46:FD:45:18:AA,,
출금,안채원030,신한은행,150-330-3130,2024-06-19,04:59:26,이체,여의도지점,,0,생활비,99388,3438603,우리은행,권태영,116-216-3016,ATM8399,203.0.113.30,25:06:E7:03:CA:D2,,
출금,전성호020,토스뱅크,140-320-3120,2024-05-07,21:38:05,이체,역삼지점,,0,생활비,587778,8062950,토스뱅크,설진우013,133-313-3113,ATM1233,203.0.113.216,D6:A6:0F:E0:CF:34,,
출금,고은비053,하나은행,173-353-3153,2024-10-03,21:01:07,이체,종로지점,,0,생활비,50046,13783988,우리은행,서유진,109-209-3009,ATM4579,203.0.113.53,EA:8F:65:A6:CE:EA,,
출금,신소희,신한은행,115-215-3015,2024-05-11,02:07:06,이체,역삼지점,,0,집금,2500000,4837407,하나은행,최지훈,103-203-3003,ATM3359,203.0.113.47,82:2D:4E:9D:D0:56,,
출금,안채원078,국민은행,198-378-3178,2024-05-08,13:02:17,이체,강남지점,,0,생활비,585551,12010616,신한은행,황미경051,171-351-3151,ATM3774,203.0.113.108,35:CA:BB:A6:9F:42,,
출금,양준석006,토스뱅크,126-306-3106,2024-01-07,01:36:45,이체,여의도지점,,0,생활비,255715,1137206,신한은행,유태경072,192-372-3172,ATM6315,203.0.113.66,F9:AA:B5:08:3B:63,,
출금,남지연000,농협,120-300-3100,2024-04-02,12:40:25,이체,종로지점,,0,생활비,336229,3647745,농협,차미래007,127-307-3107,ATM7322,203.0.113.184,39:F4:E9:78:35:E8,,
출금,남지연032,하나은행,152-332-3132,2024-05-12,00:14:49,이체,종로지점,,0,생활비,716960,9850346,국민은행,마준호043,163-343-3143,ATM9358,203.0.113.194,7E:E5:B8:B7:A8:79,,
출금,한지우,국민은행,107-207-3007,2024-01-24,04:53:23,이체,종로지점,,0,집금,5000000,13632052,우리은행,박민수,102-202-3002,ATM1440,203.0.113.196,AE:C2:31:DB:B0:B6,,
출금,안채원030,신한은행,150-330-3130,2024-03-26,22:56:24,이체,역삼지점,,0,생활비,622108,9435942,하나은행,차미래039,159-339-3139,ATM9857,203.0.113.125,89:A5:B3:2D:1B:48,,
출금,서유진,우리은행,109-209-3009,2024-02-26,03:58:26,이체,종로지점,,0,생활비,664353,12673699,우리은행,황미경003,123-303-3103,ATM9046,203.0.113.165,58:80:C6:93:5B:E2,,
출금,남지연064,국민은행,184-364-3164,2024-03-12,18:27:19,이체,종로지점,,0,생활비,681886,14821731,국민은행,마준호043,163-343-3143,ATM6253,203.0.113.238,5E:24:FB:BA:1F:93,,
출금,노시우057,국민은행,177-357-3157,2024-05-28,17:47:53,이체,여의도지점,,0,생활비,685661,9447755,신한은행,류하준002,122-302-3102,ATM1299,203.0.113.165,F4:7C:F4:CB:F4:D6,,
출금,유태경056,농협,176-356-3156,2024-02-09,09:52:10,이체,강남지점,,0,생활비,759108,14155133,하나은행,노시우025,145-325-3125,ATM8831,203.0.113.172,AD:C6:46:8A:F6:8D,,
출금,안채원014,농협,134-314-3114,2024-08-08,22:45:31,이체,여의도지점,,0,생활비,192227,14372344,하나은행,노시우025,145-325-3125,ATM7826,203.0.113.55,72:25:26:1C:9B:77,,
출금,유태경040,카카오뱅크,160-340-3140,2024-04-20,22:56:53,이체,강남지점,,0,생활비,208121,13997678,국민은행,마준호043,163-343-3143,ATM3156,203.0.113.155,16:71:E6:39:38:4B,,
출금,설진우077,농협,197-377-3177,2024-08-14,08:55:20,이체,강남지점,,0,생활비,298438,12077604,토스뱅크,설진우013,133-313-3113,ATM3125,203.0.113.65,0C:BA:7B:E2:FD:56,,
출금,양준석006,토스뱅크,126-306-3106,2024-09-23,16:56:22,이체,역삼지점,,0,생활비,121831,1614214,농협,고은비021,141-321-3121,ATM2635,203.0.113.240,90:9E:DD:11:74:C1,,
출금,최지훈,하나은행,103-203-3003,2024-07-25,12:52:37,이체,강남지점,,0,상납,5000000,7968912,신한은행,이영희,101-201-3001,ATM9399,203.0.113.254,4C:CB:74:74:6B:F2,,
출금,이영희,신한은행,101-201-3001,2024-04-07,06:45:28,이체,강남지점,,0,최종상납,10000000,1306271,국민은행,김철수,100-200-3000,ATM9955,203.0.113.159,AF:9A:F2:67:4E:16,,
출금,남지연048,토스뱅크,168-348-3148,2024-01-18,14:35:57,이체,여의도지점,,0,생활비,278865,9506307,국민은행,노시우057,177-357-3157,ATM9368,203.0.113.189,B8:A1:E4:8A:26:2C,,
출금,황미경003,우리은행,123-303-3103,2024-10-06,13:59:24,이체,여의도지점,,0,생활비,267067,8691898,하나은행,차미래039,159-339-3139,ATM5967,203.0.113.120,14:FF:4E:C7:15:52,,
출금,차미래071,국민은행,191-371-3171,2024-01-16,07:24:50,이체,종로지점,,0,생활비,94235,3866522,토스뱅크,안채원062,182-362-3162,ATM5658,203.0.113.125,C0:97:2D:81:95:49,,
출금,임수빈,카카오뱅크,111-211-3011,2024-07-03,22:43:44,이체,여의도지점,,0,집금,5000000,13549631,카카오뱅크,정하늘,104-204-3004,ATM5958,203.0.113.23,40:45:07:61:39:08,,
출금,전성호020,토스뱅크,140-320-3120,2024-01-04,03:07:43,이체,종로지점,,0,생활비,499585,5221651,토스뱅크,안채원062,182-362-3162,ATM2570,203.0.113.214,EE:FF:69:5D:D3:02,,
출금,전성호004,하나은행,124-304-3104,2024-08-22,07:19:31,이체,여의도지점,,0,생활비,687623,7952593,신한은행,황미경051,171-351-3151,ATM2533,203.0.113.223,98:DB:7E:48:B7:2D,,
출금,송우진065,신한은행,185-365-3165,2024-02-22,11:10:02,이체,여의도지점,,0,생활비,519501,7890652,신한은행,황미경051,171-351-3151,ATM2695,203.0.113.186,1C:F1:92:1D:91:73,,
출금,양준석070,농협,190-370-3170,2024-08-14,19:24:28,이체,역삼지점,,0,생활비,401108,10923593,하나은행,도하린074,194-374-3174,ATM5811,203.0.113.106,2A:1B:A7:22:2E:11,,
출금,변서연028,농협,148-328-3128,2024-08-02,14:37:52,이체,여의도지점,,0,생활비,138516,5708278,신한은행,류하준002,122-302-3102,ATM7040,203.0.113.161,C7:ED:7D:5F:71:62,,
출금,남지연048,토스뱅크,168-348-3148,2024-04-06,21:13:44,이체,강남지점,,0,생활비,642534,4862635,신한은행,변서연044,164-344-3144,ATM2677,203.0.113.183,21:F6:2B:C4:18:7D,,
출금,남지연032,하나은행,152-332-3132,2024-06-19,16:36:12,이체,여의도지점,,0,생활비,636472,8214434,신한은행,장도윤079,199-379-3179,ATM5801,203.0.113.43,CB:10:2A:F8:C8:F1,,
출금,류하준018,하나은행,138-318-3118,2024-04-08,11:32:10,이체,강남지점,,0,생활비,65257,8014145,하나은행,노시우025,145-325-3125,ATM3871,203.0.113.252,C6:73:7F:0E:1B:84,,
출금,노시우057,국민은행,177-357-3157,2024-06-02,03:53:57,이체,종로지점,,0,생활비,235472,7496203,우리은행,황미경003,123-303-3103,ATM8811,203.0.113.237,AC:C2:D7:6C:F9:2D,,
출금,도하린058,신한은행,178-358-3158,2024-10-02,18:53:36,이체,여의도지점,,0,생활비,408281,12086801,농협,유태경056,176-356-3156,ATM8903,203.0.113.208,71:BF:2D:C6:C5:11,,
출금,고은비053,하나은행,173-353-3153,2024-06-18,22:42:36,이체,종로지점,,0,생활비,520671,14751419,국민은행,양준석022,142-322-3122,ATM3033,203.0.113.79,5C:B5:82:91:C6:DB,,
출금,최지훈,하나은행,103-203-3003,2024-04-29,16:37:45,이체,강남지점,,0,상납,7500000,3952479,신한은행,이영희,101-201-3001,ATM1347,203.0.113.158,3F:9E:79:DB:7C:28,,
출금,박민수,우리은행,102-202-3002,2024-06-30,14:32:18,이체,종로지점,,0,상납,5000000,7226707,신한은행,이영희,101-201-3001,ATM9529,203.0.113.242,75:9C:2C:9C:D0:A0,,
출금,설진우077,농협,197-377-3177,2024-01-05,06:34:42,이체,여의도지점,,0,생활비,143386,2714984,토스뱅크,고은비069,189-369-3169,ATM2652,203.0.113.235,41:3F:BB:26:15:8C,,
출금,유태경008,국민은행,128-308-3108,2024-05-27,19:27:15,이체,역삼지점,,0,생활비,93424,7157342,국민은행,장도윤015,135-315-3115,ATM1417,203.0.113.145,31:1B:A1:01:90:A4,,
출금,장도윤015,국민은행,135-315-3115,2024-08-05,23:35:11,이체,역삼지점,,0,생활비,127027,6354611,농협,변서연028,148-328-3128,ATM1886,203.0.113.133,03:6B:E4:22:BE:36,,
출금,마준호027,토스뱅크,147-327-3127,2024-08-05,22:04:30,이체,역삼지점,,0,생활비,580989,13521841,국민은행,노시우057,177-357-3157,ATM3128,203.0.113.205,E7:EB:D0:0C:D4:60,,
출금,도하린010,우리은행,130-310-3110,2024-05-04,02:45:07,이체,종로지점,,0,생활비,792615,10305024,카카오뱅크,유태경040,160-340-3140,ATM7659,203.0.113.15,4D:F6:CF:61:8C:FD,,
출금,안채원078,국민은행,198-378-3178,2024-03-31,07:40:45,이체,종로지점,,0,생활비,403818,1667893,토스뱅크,양준석006,126-306-3106,ATM1339,203.0.113.138,68:44:FC:CB:C8:D9,,
출금,변서연060,하나은행,180-360-3160,2024-01-26,10:16:58,이체,종로지점,,0,생활비,447402,6358635,우리은행,양준석038,158-338-3138,ATM3452,203.0.113.82,F1:B3:04:8B:56:5B,,
출금,장도윤063,농협,183-363-3163,2024-08-22,07:33:32,이체,여의도지점,,0,생활비,671753,2316679,신한은행,황미경051,171-351-3151,ATM6076,203.0.113.97,31:C8:6D:06:67:90,,
출금,안채원030,신한은행,150-330-3130,2024-06-03,13:00:05,이체,강남지점,,0,생활비,350700,13165227,카카오뱅크,황미경019,139-319-3119,ATM2865,203.0.113.53,9A:77:86:BB:F2:23,,
출금,양준석038,우리은행,158-338-3138,2024-05-21,00:30:14,이체,여의도지점,,0,생활비,54983,3556973,하나은행,황미경067,187-367-3167,ATM1907,203.0.113.248,8C:2C:B4:00:C5:6F,,
출금,유태경040,카카오뱅크,160-340-3140,2024-08-31,20:43:19,이체,역삼지점,,0,생활비,616036,10793210,농협,설진우077,197-377-3177,ATM1398,203.0.113.136,FF:04:6C:E3:58:AB,,
출금,남지연064,국민은행,184-364-3164,2024-08-27,09:59:07,이체,강남지점,,0,생활비,204012,14020022,토스뱅크,안채원062,182-362-3162,ATM7106,203.0.113.150,28:B3:EB:2B:BF:AD,,
출금,송우진033,카카오뱅크,153-333-3133,2024-08-06,08:45:50,이체,역삼지점,,0,생활비,150156,10094464,농협,유태경056,176-356-3156,ATM4374,203.0.113.51,05:99:B8:DC:55:12,,
출금,도하린026,카카오뱅크,146-326-3126,2024-08-06,15:32:13,이체,종로지점,,0,생활비,657749,3450287,카카오뱅크,황미경019,139-319-3119,ATM6880,203.0.113.138,BA:37:ED:EE:D1:7E,,
출금,도하린010,우리은행,130-310-3110,2024-09-03,08:36:02,이체,여의도지점,,0,생활비,416352,6407191,카카오뱅크,송우진033,153-333-3133,ATM9631,203.0.113.132,D5:E6:BE:23:AC:FB,,
출금,설진우045,우리은행,165-345-3145,2024-05-28,21:19:38,이체,강남지점,,0,피해금,300000,4773078,신한은행,신소희,115-215-3015,ATM8170,203.0.113.98,CA:0F:F2:50:70:45,,
출금,황미경035,농협,155-335-3135,2024-07-11,20:34:53,이체,역삼지점,,0,피해금,1000000,9629482,국민은행,한지우,107-207-3007,ATM7382,203.0.113.48,3B:9D:A1:10:8B:D3,,
출금,유태경056,농협,176-356-3156,2024-03-11,03:55:51,이체,종로지점,,0,생활비,799792,1129683,농협,설진우077,197-377-3177,ATM1630,203.0.113.168,2F:1F:0F:87:96:71,,
출금,도하린074,하나은행,194-374-3174,2024-07-11,08:49:37,이체,여의도지점,,0,생활비,592504,6601047,국민은행,송우진001,121-301-3101,ATM7853,203.0.113.171,20:3E:5D:47:4A:7C,,
출금,남지연000,농협,120-300-3100,2024-04-05,15:27:58,이체,종로지점,,0,생활비,612146,14400650,신한은행,차미래023,143-323-3123,ATM1284,203.0.113.81,8E:F6:7B:D8:59:4F,,
출금,송우진049,농협,169-349-3149,2024-05-31,19:36:49,이체,강남지점,,0,생활비,636773,3232516,하나은행,마준호011,131-311-3111,ATM7572,203.0.113.161,BF:12:B6:AC:3D:30,,
출금,홍예린,농협,113-213-3013,2024-02-09,17:01:57,이체,여의도지점,,0,집금,1000000,11328414,카카오뱅크,정하늘,104-204-3004,ATM3022,203.0.113.91,C0:B7:C6:5A:04:3F,,
출금,남지연016,신한은행,136-316-3116,2024-02-04,03:37:53,이체,강남지점,,0,생활비,677929,10788722,농협,홍예린,113-213-3013,ATM3252,203.0.113.8,C2:05:FA:34:7E:CD,,
출금,마준호043,국민은행,163-343-3143,2024-03-06,06:24:54,이체,역삼지점,,0,생활비,126622,4633510,국민은행,차미래071,191-371-3171,ATM4067,203.0.113.76,92:F7:13:02:45:B0,,
출금,장도윤079,신한은행,199-379-3179,2024-03-17,07:09:08,이체,강남지점,,0,생활비,312152,161211,국민은행,설진우029,149-329-3129,ATM2395,203.0.113.227,4B:8A:84:73:37:8D,,
출금,변서연012,카카오뱅크,132-312-3112,2024-07-05,06:39:28,이체,종로지점,,0,생활비,467008,8840803,하나은행,남지연032,152-332-3132,ATM8379,203.0.113.207,99:B1:B9:E7:3B:7D,,
출금,고은비005,카카오뱅크,125-305-3105,2024-07-26,09:03:02,이체,역삼지점,,0,생활비,179621,11558707,토스뱅크,오세진,105-205-3005,ATM4888,203.0.113.182,6F:DD:7C:FF:15:5E,,
출금,장도윤031,우리은행,151-331-3131,2024-05-05,06:22:24,이체,여의도지점,,0,생활비,359071,8685151,하나은행,차미래039,159-339-3139,ATM3652,203.0.113.253,43:D4:BA:F7:BC:9B,,
출금,최지훈,하나은행,103-203-3003,2024-03-24,18:08:28,이체,여의도지점,,0,상납,7500000,4933538,신한은행,이영희,101-201-3001,ATM3372,203.0.113.54,6F:64:04:B9:34:4B,,
출금,류하준002,신한은행,122-302-3102,2024-06-28,09:30:12,이체,종로지점,,0,생활비,763820,7175708,카카오뱅크,양준석054,174-354-3154,ATM5166,203.0.113.35,E5:47:82:68:D3:2F,,
