발신인,발신번호,착신인,착신번호,시작일자,시작시간,종료일자,종료시간,통화시간(분),업체명,발신위치,발신종료,비고1,비고2
도하린010,010-8010-1010,전성호068,010-8068-1068,2024-03-15,20:31:27,2024-03-15,20:32:48,1.36,KT,수원 영통,부산 해운대,,
마준호043,010-8043-1043,류하준018,010-8018-1018,2024-09-04,06:16:06,2024-09-04,06:22:42,6.61,LGU+,서울 서초,수원 영통,,
한지우,010-1177-1107,안채원078,010-8078-1078,2024-05-28,06:26:07,2024-05-28,06:42:05,15.98,SKT,인천 부평,인천 부평,,
고은비037,010-8037-1037,남지연032,010-8032-1032,2024-07-02,02:55:55,2024-07-02,02:59:35,3.68,KT,서울 서초,부산 해운대,,
설진우061,010-8061-1061,양준석006,010-8006-1006,2024-07-04,19:10:30,2024-07-04,19:15:25,4.92,KT,인천 부평,서울 강남,,
송우진001,010-8001-1001,고은비069,010-8069-1069,2024-01-14,08:34:02,2024-01-14,08:34:46,0.74,KT,수원 영통,서울 서초,,
도하린010,010-8010-1010,안채원030,010-8030-1030,2024-02-29,22:48:43,2024-02-29,22:58:14,9.52,KT,서울 영등포,대구 수성,,
안채원030,010-8030-1030,전성호068,010-8068-1068,2024-03-27,11:50:15,2024-03-27,11:54:12,3.95,LGU+,부산 해운대,서울 서초,,
전성호068,010-8068-1068,차미래023,010-8023-1023,2024-02-25,07:13:19,2024-02-25,07:14:10,0.85,KT,수원 영통,서울 서초,,
송우진017,010-8017-1017,유태경008,010-8008-1008,2024-06-09,11:57:49,2024-06-09,12:06:23,8.58,SKT,서울 영등포,대전 유성,,
장도윤015,010-8015-1015,황미경067,010-8067-1067,2024-08-29,21:33:33,2024-08-29,21:42:03,8.5,KT,부산 해운대,인천 부평,,
설진우029,010-8029-1029,설진우013,010-8013-1013,2024-04-16,22:02:08,2024-04-16,22:12:44,10.6,SKT,대전 유성,대전 유성,,
박민수,010-1122-1102,강민재,010-1188-1108,2024-04-20,16:07:22,2024-04-20,16:15:40,8.31,KT,수원 영통,인천 부평,,
도하린058,010-8058-1058,설진우013,010-8013-1013,2024-06-16,06:06:13,2024-06-16,06:19:36,13.39,KT,부산 해운대,대구 수성,,
마준호027,010-8027-1027,류하준002,010-8002-1002,2024-05-31,12:49:34,2024-05-31,12:50:22,0.8,SKT,서울 서초,서울 영등포,,
전성호052,010-8052-1052,남지연048,010-8048-1048,2024-04-07,15:16:38,2024-04-07,15:16:50,0.21,LGU+,대구 수성,서울 강남,,
최지훈,010-1133-1003,이영희,010-1111-1001,2024-02-24,13:14:11,2024-02-24,13:15:26,1.25,LGU+,수원 영통,서울 강남,,
고은비021,010-8021-1021,노시우073,010-8073-1073,2024-09-22,21:54:55,2024-09-22,22:11:15,16.34,LGU+,수원 영통,서울 서초,,
마준호059,010-8059-1059,도하린042,010-8042-1042,2024-07-15,00:09:18,2024-07-15,00:10:31,1.22,KT,대전 유성,인천 부평,,
양준석070,010-8070-1070,류하준034,010-8034-1034,2024-01-16,05:44:17,2024-01-16,05:44:48,0.52,KT,서울 강남,인천 부평,,
유태경040,010-8040-1040,황미경003,010-8003-1003,2024-05-13,07:15:03,2024-05-13,07:16:05,1.04,LGU+,서울 강남,서울 강남,,
전성호020,010-8020-1020,차미래023,010-8023-1023,2024-02-13,18:32:48,2024-02-13,18:34:36,1.81,KT,인천 부평,대구 수성,,
전성호052,010-8052-1052,변서연012,010-8012-1012,2024-08-08,18:21:30,2024-08-08,18:25:06,3.6,LGU+,인천 부평,서울 강남,,
차미래071,010-8071-1071,전성호020,010-8020-1020,2024-07-04,22:34:35,2024-07-04,22:35:12,0.62,KT,서울 영등포,서울 서초,,
한지우,010-1177-1107,도하린010,010-8010-1010,2024-04-20,14:52:24,2024-04-20,14:52:50,0.44,SKT,대전 유성,부산 해운대,,
남지연064,010-8064-1064,남지연048,010-8048-1048,2024-02-16,10:21:37,2024-02-16,10:27:03,5.44,KT,서울 강남,서울 서초,,
도하린058,010-8058-1058,변서연060,010-8060-1060,2024-08-29,00:59:32,2024-08-29,01:15:51,16.32,KT,부산 해운대,서울 영등포,,
정하늘,010-1144-1104,이영희,010-1111-1101,2024-04-12,00:39:09,2024-04-12,00:39:39,0.51,KT,서울 서초,부산 해운대,,
양준석070,010-8070-1070,류하준018,010-8018-1018,2024-02-10,14:17:26,2024-02-10,14:18:18,0.87,SKT,부산 해운대,대전 유성,,
전성호068,010-8068-1068,설진우029,010-8029-1029,2024-03-16,18:01:55,2024-03-16,18:15:09,13.24,KT,서울 강남,수원 영통,,
변서연028,010-8028-1028,고은비037,010-8037-1037,2024-08-08,12:36:35,2024-08-08,12:53:54,17.33,SKT,대구 수성,서울 강남,,
변서연012,010-8012-1012,유태경040,010-8040-1040,2024-01-27,19:15:00,2024-01-27,19:31:12,16.21,KT,대구 수성,대전 유성,,
전성호020,010-8020-1020,장도윤031,010-8031-1031,2024-04-22,05:57:27,2024-04-22,05:58:58,1.53,LGU+,대전 유성,대구 수성,,
차미래023,010-8023-1023,류하준066,010-8066-1066,2024-09-08,11:40:29,2024-09-08,11:58:21,17.87,LGU+,부산 해운대,서울 강남,,
노시우025,010-8025-1025,변서연060,010-8060-1060,2024-01-19,22:43:17,2024-01-19,22:56:08,12.85,KT,대전 유성,대구 수성,,
송우진033,010-8033-1033,마준호075,010-8075-1075,2024-07-14,06:58:12,2024-07-14,07:11:46,13.58,SKT,부산 해운대,부산 해운대,,
송우진065,010-8065-1065,노시우025,010-8025-1025,2024-02-15,00:15:01,2024-02-15,00:24:28,9.45,SKT,수원 영통,서울 영등포,,
류하준018,010-8018-1018,김철수,010-1100-1100,2024-09-05,16:41:58,2024-09-05,16:43:13,1.26,SKT,서울 영등포,인천 부평,,
마준호059,010-8059-1059,고은비053,010-8053-1053,2024-08-24,00:58:35,2024-08-24,01:00:02,1.45,KT,서울 서초,서울 영등포,,
변서연060,010-8060-1060,류하준018,010-8018-1018,2024-02-02,05:09:20,2024-02-02,05:20:30,11.18,LGU+,대전 유성,대구 수성,,
강민재,010-1188-1208,최지훈,010-1133-1203,2024-08-28,06:23:43,2024-08-28,06:40:49,17.1,KT,수원 영통,인천 부평,,
장도윤031,010-8031-1031,남지연032,010-8032-1032,2024-06-21,15:43:25,2024-06-21,15:49:31,6.1,SKT,서울 서초,대구 수성,,
안채원062,010-8062-1062,전성호036,010-8036-1036,2024-09-05,15:36:17,2024-09-05,15:41:30,5.22,SKT,대전 유성,대구 수성,,
한지우,010-1177-1207,윤다은,010-1166-1206,2024-09-08,22:58:28,2024-09-08,22:58:46,0.3,SKT,대전 유성,서울 영등포,,
송우진049,010-8049-1049,노시우041,010-8041-1041,2024-07-19,19:48:10,2024-07-19,20:04:48,16.65,KT,인천 부평,부산 해운대,,
이영희,010-1111-1201,김철수,010-1100-1100,2024-07-24,08:04:13,2024-07-24,08:20:44,16.52,LGU+,대전 유성,부산 해운대,,
노시우041,010-8041-1041,고은비005,010-8005-1005,2024-05-07,05:36:00,2024-05-07,05:36:22,0.37,SKT,서울 영등포,수원 영통,,
도하린058,010-8058-1058,차미래055,010-8055-1055,2024-02-28,00:22:08,2024-02-28,00:32:44,10.6,LGU+,수원 영통,수원 영통,,
설진우077,010-8077-1077,마준호027,010-8027-1027,2024-07-11,19:09:32,2024-07-11,19:10:54,1.38,KT,서울 영등포,인천 부평,,
마준호043,010-8043-1043,차미래055,010-8055-1055,2024-02-28,02:36:15,2024-02-28,02:47:37,11.37,KT,서울 서초,인천 부평,,
설진우077,010-8077-1077,고은비021,010-8021-1021,2024-09-20,12:56:00,2024-09-20,13:02:33,6.55,SKT,서울 서초,서울 강남,,
서유진,010-1199-1009,오세진,010-1155-1005,2024-02-08,04:48:14,2024-02-08,04:49:33,1.32,LGU+,대구 수성,대전 유성,,
양준석022,010-8022-1022,황미경003,010-8003-1003,2024-04-05,00:28:51,2024-04-05,00:40:19,11.48,LGU+,대구 수성,대구 수성,,
설진우045,010-8045-1045,장도윤079,010-8079-1079,2024-05-13,10:18:44,2024-05-13,10:19:30,0.78,KT,인천 부평,인천 부평,,
류하준066,010-8066-1066,변서연060,010-8060-1060,2024-08-01,23:17:14,2024-08-01,23:34:05,16.86,KT,인천 부평,대전 유성,,
김철수,010-1100-1100,이영희,010-1111-1201,2024-06-12,16:11:35,2024-06-12,16:25:06,13.52,LGU+,서울 서초,대구 수성,,
변서연076,010-8076-1076,황미경051,010-8051-1051,2024-03-15,22:21:34,2024-03-15,22:28:34,7.01,SKT,대구 수성,서울 서초,,
변서연012,010-8012-1012,마준호075,010-8075-1075,2024-05-20,12:24:44,2024-05-20,12:39:20,14.6,KT,대구 수성,대구 수성,,
차미래071,010-8071-1071,송우진017,010-8017-1017,2024-06-18,03:35:07,2024-06-18,03:47:47,12.67,SKT,서울 영등포,대전 유성,,
도하린010,010-8010-1010,고은비069,010-8069-1069,2024-10-03,15:18:31,2024-10-03,15:28:23,9.88,SKT,서울 영등포,서울 영등포,,
권태영,010-1276-1116,송우진049,010-8049-1049,2024-06-30,05:11:15,2024-06-30,05:22:19,11.07,LGU+,대전 유성,서울 강남,,
전성호068,010-8068-1068,변서연060,010-8060-1060,2024-06-19,23:05:35,2024-06-19,23:06:55,1.34,LGU+,서울 서초,서울 영등포,,
홍예린,010-1243-1013,윤다은,010-1166-1006,2024-01-11,01:50:21,2024-01-11,01:50:52,0.52,SKT,부산 해운대,서울 서초,,
서유진,010-1199-1109,류하준066,010-8066-1066,2024-04-16,17:20:42,2024-04-16,17:29:49,9.13,KT,대전 유성,서울 영등포,,
황미경035,010-8035-1035,황미경051,010-8051-1051,2024-05-30,00:39:10,2024-05-30,00:39:38,0.47,KT,서울 서초,수원 영통,,
차미래039,010-8039-1039,전성호020,010-8020-1020,2024-01-20,04:33:35,2024-01-20,04:48:42,15.12,KT,대구 수성,서울 서초,,
차미래023,010-8023-1023,장도윤031,010-8031-1031,2024-03-17,12:23:00,2024-03-17,12:31:22,8.38,LGU+,서울 영등포,서울 영등포,,
강민재,010-1188-1008,변서연012,010-8012-1012,2024-01-01,06:30:04,2024-01-01,06:33:19,3.26,SKT,수원 영통,서울 강남,,
남지연000,010-8000-1000,차미래039,010-8039-1039,2024-06-28,03:21:29,2024-06-28,03:22:25,0.94,LGU+,서울 서초,수원 영통,,
황미경067,010-8067-1067,장도윤047,010-8047-1047,2024-06-10,14:43:29,2024-06-10,14:44:59,1.5,LGU+,서울 영등포,대전 유성,,
류하준002,010-8002-1002,황미경003,010-8003-1003,2024-09-29,19:26:10,2024-09-29,19:36:43,10.55,LGU+,수원 영통,인천 부평,,
황미경067,010-8067-1067,변서연028,010-8028-1028,2024-07-25,08:26:46,2024-07-25,08:28:58,2.21,LGU+,수원 영통,인천 부평,,
도하린010,010-8010-1010,송우진033,010-8033-1033,2024-02-12,02:01:48,2024-02-12,02:06:27,4.65,LGU+,인천 부평,수원 영통,,
고은비053,010-8053-1053,전성호068,010-8068-1068,2024-07-26,12:16:55,2024-07-26,12:18:07,1.21,KT,서울 서초,서울 서초,,
남지연000,010-8000-1000,노시우009,010-8009-1009,2024-07-26,09:16:02,2024-07-26,09:20:11,4.16,LGU+,서울 영등포,대전 유성,,
노시우057,010-8057-1057,송우진017,010-8017-1017,2024-04-29,01:51:05,2024-04-29,01:52:24,1.32,LGU+,대구 수성,인천 부평,,
강민재,010-1188-1208,차미래023,010-8023-1023,2024-08-08,14:35:35,2024-08-08,14:45:17,9.71,SKT,서울 강남,서울 서초,,
설진우061,010-8061-1061,남지연032,010-8032-1032,2024-02-14,16:36:50,2024-02-14,16:43:08,6.31,LGU+,대전 유성,인천 부평,,
류하준066,010-8066-1066,장도윤031,010-8031-1031,2024-04-03,22:59:41,2024-04-03,23:00:59,1.31,SKT,수원 영통,서울 영등포,,
전성호036,010-8036-1036,유태경008,010-8008-1008,2024-04-06,01:19:13,2024-04-06,01:34:31,15.31,SKT,서울 영등포,부산 해운대,,
서유진,010-1199-1109,류하준066,010-8066-1066,2024-04-23,13:19:17,2024-04-23,13:21:19,2.04,LGU+,서울 영등포,대구 수성,,
차미래055,010-8055-1055,차미래007,010-8007-1007,2024-02-17,18:00:14,2024-02-17,18:00:58,0.74,LGU+,서울 강남,서울 강남,,
문재혁,010-1254-1014,전성호036,010-8036-1036,2024-03-12,05:20:53,2024-03-12,05:29:33,8.67,SKT,대전 유성,서울 강남,,
양준석038,010-8038-1038,설진우029,010-8029-1029,2024-02-13,20:41:51,2024-02-13,20:49:28,7.62,KT,서울 강남,인천 부평,,
안채원078,010-8078-1078,황미경035,010-8035-1035,2024-07-01,02:22:11,2024-07-01,02:29:46,7.59,SKT,인천 부평,서울 강남,,
안채원062,010-8062-1062,양준석054,010-8054-1054,2024-06-20,19:25:22,2024-06-20,19:42:02,16.68,KT,대구 수성,부산 해운대,,
유태경040,010-8040-1040,장도윤063,010-8063-1063,2024-07-20,09:44:29,2024-07-20,09:53:52,9.39,LGU+,서울 서초,대전 유성,,
설진우045,010-8045-1045,전성호020,010-8020-1020,2024-04-25,19:09:22,2024-04-25,19:12:07,2.76,LGU+,인천 부평,대전 유성,,
차미래023,010-8023-1023,류하준002,010-8002-1002,2024-05-08,22:00:04,2024-05-08,22:08:15,8.2,SKT,부산 해운대,서울 영등포,,
류하준034,010-8034-1034,노시우073,010-8073-1073,2024-01-15,05:32:10,2024-01-15,05:48:50,16.68,LGU+,부산 해운대,서울 영등포,,
황미경035,010-8035-1035,마준호043,010-8043-1043,2024-01-06,00:49:42,2024-01-06,00:50:48,1.1,LGU+,서울 강남,서울 서초,,
도하린010,010-8010-1010,류하준018,010-8018-1018,2024-09-28,17:33:02,2024-09-28,17:39:17,6.25,KT,서울 서초,인천 부평,,
전성호068,010-8068-1068,류하준018,010-8018-1018,2024-08-05,17:32:06,2024-08-05,17:32:21,0.26,SKT,서울 영등포,수원 영통,,
최지훈,010-1133-1103,고은비021,010-8021-1021,2024-05-27,22:21:15,2024-05-27,22:21:50,0.59,LGU+,대전 유성,서울 영등포,,
안채원030,010-8030-1030,양준석022,010-8022-1022,2024-04-12,10:08:18,2024-04-12,10:10:24,2.1,SKT,부산 해운대,수원 영통,,
정하늘,010-1144-1104,임수빈,010-1221-1111,2024-05-06,04:06:03,2024-05-06,04:11:58,5.93,KT,대구 수성,부산 해운대,,
안채원014,010-8014-1014,차미래023,010-8023-1023,2024-08-12,00:11:36,2024-08-12,00:15:33,3.96,SKT,서울 영등포,서울 강남,,
안채원014,010-8014-1014,마준호011,010-8011-1011,2024-08-21,18:44:35,2024-08-21,18:50:13,5.64,SKT,수원 영통,서울 서초,,
김철수,010-1100-1100,이영희,010-1111-1301,2024-08-20,20:53:23,2024-08-20,20:57:09,3.77,KT,부산 해운대,인천 부평,,
배성호,010-1232-1012,송우진033,010-8033-1033,2024-02-23,02:21:10,2024-02-23,02:37:15,16.09,SKT,서울 서초,서울 서초,,
김철수,010-1100-1000,문재혁,010-1254-1114,2024-03-29,05:13:51,2024-03-29,05:14:18,0.45,SKT,대구 수성,서울 서초,,
노시우009,010-8009-1009,차미래023,010-8023-1023,2024-02-13,02:03:07,2024-02-13,02:04:00,0.89,LGU+,서울 강남,부산 해운대,,
최지훈,010-1133-1203,강민재,010-1188-1208,2024-09-03,11:35:59,2024-09-03,11:38:43,2.74,LGU+,서울 서초,인천 부평,,
변서연076,010-8076-1076,류하준050,010-8050-1050,2024-01-21,02:20:23,2024-01-21,02:22:02,1.65,LGU+,서울 서초,대구 수성,,
차미래071,010-8071-1071,차미래055,010-8055-1055,2024-04-01,00:55:23,2024-04-01,01:10:55,15.54,LGU+,대전 유성,대구 수성,,
장도윤015,010-8015-1015,안채원030,010-8030-1030,2024-07-12,12:45:30,2024-07-12,12:52:31,7.03,LGU+,대전 유성,서울 서초,,
황미경003,010-8003-1003,유태경008,010-8008-1008,2024-06-20,17:22:07,2024-06-20,17:29:08,7.02,LGU+,서울 영등포,서울 강남,,
강민재,010-1188-1108,윤다은,010-1166-1106,2024-05-22,18:14:51,2024-05-22,18:15:36,0.76,LGU+,서울 강남,인천 부평,,
변서연012,010-8012-1012,안채원062,010-8062-1062,2024-03-13,00:30:26,2024-03-13,00:30:51,0.42,LGU+,서울 서초,서울 서초,,
홍예린,010-1243-1013,장도윤047,010-8047-1047,2024-04-05,14:02:16,2024-04-05,14:10:44,8.48,KT,부산 해운대,인천 부평,,
권태영,010-1276-1016,최지훈,010-1133-1003,2024-01-17,19:09:43,2024-01-17,19:18:22,8.65,KT,대전 유성,수원 영통,,
이영희,010-1111-1301,김철수,010-1100-1100,2024-10-03,00:05:59,2024-10-03,00:19:47,13.81,SKT,서울 영등포,대구 수성,,
이영희,010-1111-1301,박민수,010-1122-1202,2024-09-01,16:58:54,2024-09-01,16:59:47,0.89,SKT,서울 서초,서울 영등포,,
송우진049,010-8049-1049,차미래023,010-8023-1023,2024-08-17,03:31:53,2024-08-17,03:46:45,14.87,LGU+,인천 부평,서울 강남,,
차미래055,010-8055-1055,유태경056,010-8056-1056,2024-01-10,12:36:27,2024-01-10,12:37:52,1.43,LGU+,서울 강남,서울 서초,,
장도윤031,010-8031-1031,마준호075,010-8075-1075,2024-08-14,18:16:03,2024-08-14,18:29:06,13.06,KT,대전 유성,부산 해운대,,
이영희,010-1111-1001,박민수,010-1122-1002,2024-02-04,21:55:15,2024-02-04,21:55:58,0.72,LGU+,부산 해운대,서울 강남,,
변서연076,010-8076-1076,전성호020,010-8020-1020,2024-04-14,22:26:06,2024-04-14,22:31:03,4.96,KT,대구 수성,서울 강남,,
남지연000,010-8000-1000,홍예린,010-1243-1213,2024-08-11,07:10:05,2024-08-11,07:14:20,4.25,KT,서울 강남,서울 강남,,
도하린026,010-8026-1026,노시우073,010-8073-1073,2024-06-07,06:07:38,2024-06-07,06:10:11,2.56,KT,대전 유성,인천 부평,,
변서연012,010-8012-1012,양준석022,010-8022-1022,2024-03-17,09:00:24,2024-03-17,09:01:09,0.75,SKT,부산 해운대,인천 부평,,
마준호059,010-8059-1059,서유진,010-1199-1209,2024-09-16,13:02:37,2024-09-16,13:03:46,1.16,KT,대전 유성,서울 강남,,
양준석054,010-8054-1054,안채원062,010-8062-1062,2024-08-31,13:24:20,2024-08-31,13:27:21,3.03,SKT,서울 서초,대전 유성,,
양준석070,010-8070-1070,박민수,010-1122-1002,2024-03-03,15:33:52,2024-03-03,15:34:31,0.66,SKT,서울 영등포,서울 서초,,
고은비021,010-8021-1021,송우진065,010-8065-1065,2024-09-14,15:25:01,2024-09-14,15:38:37,13.61,KT,대전 유성,서울 강남,,
송우진001,010-8001-1001,변서연076,010-8076-1076,2024-01-09,18:17:19,2024-01-09,18:30:55,13.61,KT,수원 영통,서울 영등포,,
송우진017,010-8017-1017,고은비021,010-8021-1021,2024-02-18,03:18:50,2024-02-18,03:19:14,0.4,KT,대구 수성,수원 영통,,
임수빈,010-1221-1111,안채원030,010-8030-1030,2024-05-09,21:09:45,2024-05-09,21:17:56,8.19,KT,서울 서초,수원 영통,,
고은비005,010-8005-1005,송우진049,010-8049-1049,2024-07-20,04:05:36,2024-07-20,04:06:28,0.87,KT,대전 유성,대전 유성,,
신소희,010-1265-1115,남지연064,010-8064-1064,2024-04-13,18:34:09,2024-04-13,18:37:57,3.8,LGU+,수원 영통,서울 서초,,
이영희,010-1111-1201,최지훈,010-1133-1203,2024-07-15,22:09:45,2024-07-15,22:10:13,0.48,KT,대구 수성,대전 유성,,
도하린074,010-8074-1074,노시우025,010-8025-1025,2024-07-05,03:50:11,2024-07-05,04:07:51,17.67,LGU+,대구 수성,서울 서초,,
도하린042,010-8042-1042,양준석022,010-8022-1022,2024-04-12,00:43:27,2024-04-12,00:45:48,2.35,LGU+,부산 해운대,수원 영통,,
황미경035,010-8035-1035,한지우,010-1177-1007,2024-01-22,10:49:25,2024-01-22,10:50:53,1.47,LGU+,대전 유성,대구 수성,,
설진우077,010-8077-1077,전성호020,010-8020-1020,2024-02-12,10:14:28,2024-02-12,10:29:30,15.04,SKT,서울 영등포,인천 부평,,
전성호020,010-8020-1020,차미래023,010-8023-1023,2024-08-12,12:54:56,2024-08-12,13:00:24,5.47,SKT,인천 부평,서울 강남,,
변서연028,010-8028-1028,마준호075,010-8075-1075,2024-07-14,03:08:06,2024-07-14,03:08:30,0.4,LGU+,서울 서초,서울 서초,,
전성호052,010-8052-1052,도하린026,010-8026-1026,2024-07-31,21:08:17,2024-07-31,21:08:50,0.55,LGU+,대전 유성,서울 서초,,
박민수,010-1122-1002,도하린010,010-8010-1010,2024-02-11,12:59:12,2024-02-11,13:07:46,8.58,SKT,대전 유성,서울 강남,,
전성호004,010-8004-1004,송우진033,010-8033-1033,2024-02-03,07:29:58,2024-02-03,07:47:38,17.68,LGU+,수원 영통,서울 서초,,
최지훈,010-1133-1203,문재혁,010-1254-1214,2024-09-11,11:59:51,2024-09-11,12:09:40,9.83,SKT,대구 수성,서울 서초,,
유태경008,010-8008-1008,황미경035,010-8035-1035,2024-01-15,22:38:31,2024-01-15,22:46:50,8.32,SKT,대구 수성,부산 해운대,,
전성호036,010-8036-1036,남지연048,010-8048-1048,2024-06-03,09:50:25,2024-06-03,10:06:28,16.06,SKT,수원 영통,대구 수성,,
남지연000,010-8000-1000,류하준002,010-8002-1002,2024-09-24,12:29:27,2024-09-24,12:30:08,0.69,SKT,서울 강남,수원 영통,,
이영희,010-1111-1201,최지훈,010-1133-1103,2024-06-13,14:28:28,2024-06-13,14:29:32,1.08,LGU+,수원 영통,서울 영등포,,
류하준034,010-8034-1034,마준호027,010-8027-1027,2024-08-02,15:42:51,2024-08-02,15:47:20,4.49,LGU+,인천 부평,서울 서초,,
강민재,010-1188-1208,최지훈,010-1133-1203,2024-09-14,16:26:10,2024-09-14,16:41:03,14.89,LGU+,서울 영등포,인천 부평,,
박민수,010-1122-1002,이영희,010-1111-1001,2024-02-22,11:49:35,2024-02-22,11:50:56,1.35,KT,서울 영등포,부산 해운대,,
유태경008,010-8008-1008,노시우041,010-8041-1041,2024-04-27,21:13:12,2024-04-27,21:19:21,6.15,KT,인천 부평,부산 해운대,,
변서연044,010-8044-1044,장도윤063,010-8063-1063,2024-05-07,18:27:51,2024-05-07,18:44:13,16.37,KT,인천 부평,대전 유성,,
